state,date,fossil,geo,hydro,nuclear,secondary,solar,wind,population
MO,2006-06-01,6926877.10457,,14976.374,766219.0,7080.65842,,,5851126
MO,2006-07-01,7751337.8657,,43564.901,888413.0,7062.2943,,,5854407
MO,2006-08-01,8012976.02063,,26506.991,891120.0,7159.62436,,,5857688
MO,2006-09-01,6681321.14592,,9092.897,878572.0,6622.0051,,,5860969
MO,2006-10-01,6625817.70887,,6442.318,911654.0,6411.59914,,,5864250
MO,2006-11-01,5942165.67643,,4220.071,885967.0,6229.65857,,,5867531
MO,2006-12-01,7062793.00015,,11169.819,918755.0,6795.12484,,,5870812
MS,2006-01-01,1824232.72016,,,953661.0,143432.10985,,,2919263
MS,2006-02-01,2144521.037,,,867326.0,105273.423,,,2920285
MS,2006-03-01,1819549.65647,,,859264.0,99381.05351,,,2921307
MS,2006-04-01,2120344.86029,,,846413.0,125316.15171,,,2922329
MS,2006-05-01,2622110.41,,,600537.0,133060.94201,,,2923351
MS,2006-06-01,3739917.71574,,,836421.0,134507.84724,,,2924373
MS,2006-07-01,4288502.89922,,,868533.0,150071.21179,,,2925395
MS,2006-08-01,4718885.26594,,,867998.0,138107.22605,,,2926417
MS,2006-09-01,2985223.50891,,,905894.0,131455.18609,,,2927439
MS,2006-10-01,2857507.80198,,,951101.0,140349.10002,,,2928461
MS,2006-11-01,2411990.50068,,,923926.0,119976.75731,,,2929483
MS,2006-12-01,2720827.30941,,,937512.0,135716.6766,,,2930505
MT,2006-01-01,1536608.61437,,655089.282,,7957.14063,,46653.0,955253
MT,2006-02-01,1479445.61524,,744532.544,,7275.42476,,48235.614,955980
MT,2006-03-01,1644415.65619,,696790.9890000001,,7928.812819999999,,32499.084,956707
MT,2006-04-01,1365893.61006,,1001645.624,,7321.01194,,38448.219,957434
MT,2006-05-01,1113050.24396,,1267844.086,,7309.339029999999,,34080.807,958161
MT,2006-06-01,942084.3622099999,,1393375.935,,7456.927799999999,,28774.011,958888
MT,2006-07-01,1602577.04931,,1053459.084,,8258.04669,,25281.629,959614
MT,2006-08-01,1740725.13838,,771469.545,,8687.839619999999,,23927.455,960341
MT,2006-09-01,1356136.57215,,580668.208,,7895.48885,,34493.684,961068
MT,2006-10-01,1467835.47013,,517278.255,,8272.74487,,21427.341,961795
MT,2006-11-01,1680864.02703,,605847.75,,7945.44997,,46077.723,962522
MT,2006-12-01,1653354.25792,,842159.698,,8106.55107,,56071.433,963249
NC,2006-01-01,5939231.50452,,544595.54,3841377.0,196585.55645,,,8953399
NC,2006-02-01,6268461.58572,,367388.406,3459605.0,175940.13025,,,8965784
NC,2006-03-01,6395374.7384,,218457.353,3150345.0,178969.76858,,,8978169
NC,2006-04-01,5490853.62151,,192480.183,2982798.0,174600.68951,,,8990553
NC,2006-05-01,6764966.33969,,225466.977,3106586.0,168268.79432,,,9002938
NC,2006-06-01,7229436.23539,,231159.365,3605017.0,152550.07362,,,9015323
NC,2006-07-01,8121209.3216,,323949.405,3737383.0,202410.91841,,,9027708
NC,2006-08-01,8817838.52604,,292345.666,3400439.0,186304.42396,,,9040093
NC,2006-09-01,6014985.70172,,269466.386,3115760.0,169807.0953,,,9052477
NC,2006-10-01,5717082.48638,,338574.073,2949940.0,181031.07362,,,9064862
NC,2006-11-01,5890624.15067,,457882.763,2920566.0,176006.34235,,,9077247
NC,2006-12-01,6483641.4703,,377245.893,3693368.0,185065.8497,,,9089632
ND,2006-01-01,2627124.689,,137379.0,,366.315,,28132.0,660687
ND,2006-02-01,2492612.015,,106325.0,,328.075,,31913.0,660941
ND,2006-03-01,2454431.19499,,111224.0,,294.538,,31600.0,661194
ND,2006-04-01,2179284.776,,102504.0,,267.783,,32038.0,661447
ND,2006-05-01,2018592.253,,120753.0,,311.647,,35807.0,661700
ND,2006-06-01,2353459.722,,157642.0,,211.958,,26692.0,661954
ND,2006-07-01,2751029.526,,169105.0,,281.136,,23821.0,662207
ND,2006-08-01,2771789.549,,175454.0,,276.337,,23045.0,662460
ND,2006-09-01,2476204.187,,135059.0,,256.97,,26224.0,662713
ND,2006-10-01,2443040.013,,93434.0,,294.469,,34293.0,662967
ND,2006-11-01,1717363.90799,,97353.0,,323.441,,30900.0,663220
ND,2006-12-01,2702141.58401,,114802.0,,331.712,,45020.0,663473
NE,2006-01-01,1811243.93898,,29229.738,950274.0,3759.91702,,28384.892,1781268
NE,2006-02-01,1562987.66595,,26356.586,788439.0,3379.29205,,21449.733,1782227
NE,2006-03-01,1535324.81154,,23220.524,919874.0,3584.05746,,23492.97,1783186
NE,2006-04-01,1294222.58055,,25274.778,891112.0,3276.77845,,25140.338,1784145
NE,2006-05-01,1616550.2405,,29883.196,775486.0,3546.5795,,21567.075,1785104
NE,2006-06-01,1882807.67271,,29362.188,889762.0,4039.67029,,15683.753,1786063
NE,2006-07-01,2199961.96281,,30790.268,909939.0,4484.81519,,19304.576,1787022
NE,2006-08-01,2000759.90214,,30567.772,910119.0,5112.03386,,17875.327,1787981
NE,2006-09-01,1891621.19352,,19842.101,629018.0,4908.20548,,18125.038,1788940
NE,2006-10-01,1872818.50151,,17492.215,349918.0,5265.77549,,22429.715,1789899
NE,2006-11-01,1908428.32408,,20489.165,108892.0,5269.19392,,23278.371,1790858
NE,2006-12-01,1883939.45327,,21696.469,879823.0,5387.28473,,24515.213,1791817
NH,2006-01-01,1196684.64769,,172704.887,907440.0,66688.98631000001,,,1284868
NH,2006-02-01,930030.0,,130823.263,819423.0,61728.381,,,1285541
NH,2006-03-01,1141420.36348,,109908.989,907933.0,64366.27252,,,1286213
NH,2006-04-01,628598.74128,,142720.023,877444.0,50689.22372,,,1286885
NH,2006-05-01,361001.85312,,153150.645,908907.0,60075.16288,,,1287558
NH,2006-06-01,598441.99803,,168052.416,879308.0,57293.98597,,,1288230
NH,2006-07-01,842090.11373,,119136.427,909271.0,65020.65327,,,1288902
NH,2006-08-01,1029715.95892,,108327.622,900773.0,69220.93708,,,1289575
NH,2006-09-01,918327.44274,,54956.675,773949.0,62060.99326,,,1290247
NH,2006-10-01,1057336.23647,,113605.975,0.0,76136.53653,,,1290920
NH,2006-11-01,690264.9181,,131547.755,587972.0,79063.2489,,,1291592
NH,2006-12-01,937319.28507,,123975.256,925436.0,93352.67893000001,,,1292264
NJ,2006-01-01,2017469.00284,,3738.892,2936991.0,120220.13216,,0.0,8644022
NJ,2006-02-01,1833519.23774,,3320.477,2618533.0,112981.62526,,0.0,8647168
NJ,2006-03-01,1844412.59559,,2882.398,2912076.0,128065.98341,,1833.254,8650315
NJ,2006-04-01,1714657.37196,,3077.359,2264161.0,120914.64404,,1842.427,8653461
NJ,2006-05-01,1872670.53767,,3347.413,2678249.0,123159.09433,,1734.014,8656607
NJ,2006-06-01,2651227.03422,,3289.051,2859832.0,125039.71578,,1163.423,8659753
NJ,2006-07-01,3649182.54607,,3449.02,2901953.0,128263.63594,,1186.568,8662899
NJ,2006-08-01,3511130.87018,,3424.097,2856498.0,126147.64284,,1026.93,8666046
NJ,2006-09-01,2091521.86899,,2222.644,2742588.0,116717.05701,,1253.89,8669192
NJ,2006-10-01,1863164.55083,,1959.418,2082663.0,123971.38316,,1779.775,8672338
NJ,2006-11-01,1903794.52975,,2295.126,2690098.0,123112.30627,,2009.874,8675484
NJ,2006-12-01,1957333.62765,,2430.364,3024243.0,120750.35337,,2160.846,8678630
NM,2006-01-01,2956096.23556,,18049.774,,2261.80144,,132626.0,1965126
NM,2006-02-01,2350511.01412,,15835.781,,2025.68788,,107996.0,1967128
NM,2006-03-01,2765179.43892,,17020.116,,1818.61708,,144867.0,1969129
NM,2006-04-01,2676151.97003,,20547.592,,1653.41997,,139947.0,1971130
NM,2006-05-01,3035320.2658,,22173.592,,1924.2542,,93485.0,1973131
NM,2006-06-01,2969697.15219,,22902.167,,1308.72781,,101979.0,1975132
NM,2006-07-01,3509379.82422,,18713.948,,1735.86578,,79739.0,1977133
NM,2006-08-01,3527005.16817,,15344.596,,1706.23383,,61185.0,1979134
NM,2006-09-01,2949336.049,,11249.104,,1586.653,,83796.0,1981135
NM,2006-10-01,3016739.40335,,10638.776,,1818.19265,,106865.0,1983136
NM,2006-11-01,2856445.65471,,12344.466,,1997.07829,,114350.0,1985137
NM,2006-12-01,3178230.70801,,13391.087,,2048.14399,,88601.0,1987139
NV,2006-01-01,2105604.369,116749.623,96593.712,,,,,2425485
NV,2006-02-01,1931065.167,105413.99,121584.759,,,,,2431338
NV,2006-03-01,2098325.119,117021.846,190963.404,,,,,2437190
NV,2006-04-01,1770620.061,109551.94,199552.502,,,,,2443043
NV,2006-05-01,1983504.0,102939.035,234059.925,,,,,2448895
NV,2006-06-01,2651655.27,106334.617,227078.123,,,,,2454748
NV,2006-07-01,3107853.823,112876.044,206585.694,,,,,2460600
NV,2006-08-01,3221725.477,115473.244,165293.589,,,,,2466453
NV,2006-09-01,2797590.817,105303.515,121240.749,,,,,2472305
NV,2006-10-01,2355739.365,117327.153,134624.982,,,,,2478157
NV,2006-11-01,2089093.847,115740.178,178674.519,,,,,2484010
NV,2006-12-01,2345907.495,118979.819,181374.044,,,,,2489862
NY,2006-01-01,5058185.24506,,2471646.533,3839136.0,238091.20192,,59101.102,19220791
NY,2006-02-01,4812852.33401,,2317501.727,3453708.0,229307.99999,,60828.606,19224138
NY,2006-03-01,5446888.25976,,2470736.57,3358839.0,223935.04726,,54041.25,19227485
NY,2006-04-01,4628671.29062,,2187083.602,3011710.0,231386.29839,,54913.656,19230832
NY,2006-05-01,5163475.57102,,2305354.972,3283914.0,243388.30097,,42062.946,19234179
NY,2006-06-01,6504284.61449,,2134903.774,3623793.0,252275.5695,,33010.475,19237526
NY,2006-07-01,9099289.40139,,2378792.129,3702398.0,260601.94661,,45765.638,19240873
NY,2006-08-01,8336413.5397,,2317050.814,3718528.0,258991.11526,,37746.155,19244220
NY,2006-09-01,5595020.6826,,1992168.182,3666452.0,245928.1334,,46755.652,19247567
NY,2006-10-01,5664043.55297,,2156337.954,3061495.0,252607.67103,,67553.903,19250914
NY,2006-11-01,4712400.2378,,2417886.795,3583489.0,231751.67619,,53283.592,19254261
NY,2006-12-01,4858232.28795,,2195192.17,3920437.0,249641.00503,,100308.024,19257608
OH,2006-01-01,11610775.15086,,43716.099,1567268.0,38281.45113,,1590.475,11464686
OH,2006-02-01,11248619.47521,,44559.273,1442093.0,34707.10879,,1292.93,11466214
OH,2006-03-01,10944781.91962,,55956.065,1031925.0,35237.73938,,1320.41,11467742
OH,2006-04-01,10327958.35827,,48159.323,901839.0,36867.70275,,1327.017,11469270
OH,2006-05-01,9813949.30707,,65633.335,1439987.0,34306.53492,,1248.932,11470798
OH,2006-06-01,11593484.24435,,59749.261,1520251.0,37598.83166,,837.961,11472326
OH,2006-07-01,13388901.94388,,62963.889,1569054.0,38323.37813,,854.6320000000001,11473854
OH,2006-08-01,13217386.93161,,57632.917,1578118.0,38624.40441,,739.652,11475382
OH,2006-09-01,10612839.50003,,57052.513,1452906.0,34870.13,,903.12,11476910
OH,2006-10-01,11610091.40304,,41871.965,1590463.0,39068.94795,,1281.891,11478438
OH,2006-11-01,11413018.68053,,39016.513,1392268.0,39877.07447,,1447.621,11479966
OH,2006-12-01,11711973.39543,,55624.847,1360767.0,39255.57257,,1556.36,11481494
OK,2006-01-01,4092844.4231,,32036.035,,27637.4139,,171167.0,3633578
OK,2006-02-01,4922447.35719,,31931.096,,24009.09281,,130034.0,3636083
OK,2006-03-01,5272472.830180001,,29285.099,,26505.76082,,163978.0,3638589
OK,2006-04-01,5160384.63092,,42192.116,,19105.20008,,175018.0,3641095
OK,2006-05-01,6144756.69877,,183826.302,,28757.07223,,140594.0,3643601
OK,2006-06-01,6716260.56259,,66014.446,,26259.03541,,123136.0,3646107
OK,2006-07-01,7696354.95361,,49913.386,,24964.43839,,124905.0,3648612
OK,2006-08-01,7854202.53512,,55135.151,,21520.71887,,94703.0,3651118
OK,2006-09-01,5254657.91866,,27761.257,,25573.99934,,109432.0,3653624
OK,2006-10-01,5253596.20808,,27159.175,,27713.91891,,153335.0,3656130
OK,2006-11-01,4441273.39672,,34727.854,,26218.03328,,164893.0,3658636
OK,2006-12-01,5283354.24639,,43597.085,,24462.7346,,161246.0,3661141
OR,2006-01-01,570598.51656,,4128311.057,,71194.07644,,112210.0,3670617
OR,2006-02-01,822469.45828,,3722247.939,,69402.56272,,69266.0,3674031
OR,2006-03-01,960375.1193,,3682788.724,,78470.78570000001,,69757.0,3677445
OR,2006-04-01,153871.48949,,4162599.865,,65757.95051000001,,66335.0,3680859
OR,2006-05-01,186725.21485,,4224353.933,,69412.94615,,70888.0,3684273
OR,2006-06-01,401032.75234,,3789091.529,,71926.59866,,69737.0,3687687
OR,2006-07-01,1798121.21708,,2519624.535,,78640.97892000001,,69988.0,3691101
OR,2006-08-01,1798931.73727,,1890026.449,,87047.32173,,72941.0,3694515
OR,2006-09-01,1734525.28699,,2090912.514,,78447.07701,,71623.0,3697929
OR,2006-10-01,1845308.42459,,2185967.113,,95489.35041,,85715.0,3701343
OR,2006-11-01,1464174.44611,,2282428.293,,84914.98989,,113537.0,3704757
OR,2006-12-01,1884955.83349,,3171945.306,,87384.7225,,59222.0,3708171
PA,2006-01-01,10977474.15282,,367627.296,6946362.0,239549.29217,,37423.93,12537360
PA,2006-02-01,10442186.57499,,270609.906,5864784.0,219084.60096,,38196.228,12540871
PA,2006-03-01,12069902.60197,,199002.17,5019899.0,228980.11302,,39027.692,12544382
PA,2006-04-01,9895905.8956,,218279.414,5835407.0,230057.12642,,31488.857,12547893
PA,2006-05-01,10677825.38298,,220795.538,6597686.0,247310.81801,,26926.607,12551404
PA,2006-06-01,12290495.61235,,240321.506,6522696.0,226581.52766,,18695.775,12554915
PA,2006-07-01,14806016.0824,,267064.772,6778035.0,246804.39662,,19328.553,12558426
PA,2006-08-01,14290709.67319,,163785.75,6670499.0,250736.72679,,17601.756,12561937
PA,2006-09-01,10170656.33952,,203066.789,6135465.0,230952.24449,,21730.315,12565448
PA,2006-10-01,10647790.93491,,193692.332,5569142.0,236954.95008,,37036.014,12568959
PA,2006-11-01,10396916.74726,,284801.52,6326001.0,237805.77974,,27278.294,12572470
PA,2006-12-01,11506639.92732,,215095.015,7031656.0,239552.13869,,46373.979,12575981
RI,2006-01-01,451288.551,,567.77,,13015.874,,,1050903
RI,2006-02-01,348358.453,,511.961,,12028.646,,,1050938
RI,2006-03-01,338824.686,,451.045,,13268.405,,,1050974
RI,2006-04-01,243809.271,,490.947,,9762.333,,,1051009
RI,2006-05-01,461501.47201,,580.4630000000001,,11935.286,,,1051044
RI,2006-06-01,514059.36201,,570.3430000000001,,12502.681,,,1051080
RI,2006-07-01,752392.69901,,598.0830000000001,,12975.708,,,1051115
RI,2006-08-01,582658.673,,593.7610000000001,,12897.678,,,1051151
RI,2006-09-01,579850.61,,385.421,,12336.934,,,1051186
RI,2006-10-01,716643.26501,,339.776,,12801.707,,,1051221
RI,2006-11-01,430338.618,,397.99,,12929.564,,,1051257
RI,2006-12-01,393176.873,,421.441,,12458.184,,,1051292
SC,2006-01-01,3353963.76265,,255418.794,4981740.0,176699.80937,,,4385134
SC,2006-02-01,3458308.06408,,168830.392,4501656.0,162799.88392,,,4390245
SC,2006-03-01,3415390.53979,,161386.381,4596547.0,169809.74523,,,4395357
SC,2006-04-01,3120396.61157,,132809.952,3875316.0,177319.44743,,,4400468
SC,2006-05-01,3599234.69576,,138998.56,3737644.0,162845.34923,,,4405579
SC,2006-06-01,4159434.49745,,144898.371,4178926.0,168804.76856,,,4410690
SC,2006-07-01,5019258.65861,,152615.565,4883973.0,178638.12138,,,4415802
SC,2006-08-01,5179414.42381,,157154.2,4775494.0,179647.76019,,,4420913
SC,2006-09-01,3542021.76106,,118124.388,4599135.0,164061.35893,,,4426024
SC,2006-10-01,3658153.10859,,105684.844,3925162.0,126135.18842,,,4431135
SC,2006-11-01,3796627.98523,,130202.866,3031037.0,181506.02377,,,4436247
SC,2006-12-01,3475635.60719,,140823.688,3710742.0,157077.57782,,,4441358
SD,2006-01-01,311043.723,,237515.0,,5.0,,12292.0,790940
SD,2006-02-01,291162.001,,226401.0,,3.0,,12310.0,791434
SD,2006-03-01,271110.199,,327163.0,,0.0,,16452.0,791929
SD,2006-04-01,174380.254,,255580.0,,3.0,,13265.0,792423
SD,2006-05-01,297613.149,,345866.0,,5.0,,14140.0,792917
SD,2006-06-01,226639.825,,444837.0,,5.0,,8932.0,793412
SD,2006-07-01,416024.87,,528292.0,,8.0,,9720.0,793906
SD,2006-08-01,376481.129,,583748.0,,5.0,,11282.0,794401
SD,2006-09-01,285911.692,,385159.0,,5.0,,10905.0,794895
SD,2006-10-01,329263.992,,189877.0,,5.0,,13120.0,795390
SD,2006-11-01,279444.288,,196281.0,,5.0,,12291.0,795884
SD,2006-12-01,327312.881,,265295.0,,8.0,,14256.0,796379
TN,2006-01-01,5054224.18731,,835544.113,2545460.0,68006.59369,,7390.0,6088849
TN,2006-02-01,4792187.33755,,720147.64,2283567.0,59816.07644,,4979.0,6094323
TN,2006-03-01,4753460.82145,,451997.695,2445070.0,48636.44753,,6062.0,6099796
TN,2006-04-01,4378955.09606,,501770.227,1862623.0,60946.22692,,5469.0,6105270
TN,2006-05-01,4892355.52143,,466764.401,2080445.0,68044.90457,,3537.0,6110743
TN,2006-06-01,5414227.23186,,477079.707,1752249.0,65463.17213,,2141.0,6116217
TN,2006-07-01,5728000.8283,,540161.737,2487021.0,63144.48768999999,,2747.0,6121690
TN,2006-08-01,5957352.77462,,740112.008,2360968.0,67698.64538,,1628.0,6127164
TN,2006-09-01,5098661.48649,,616328.369,1889149.0,63369.6235,,3564.0,6132637
TN,2006-10-01,4763766.34004,,709613.064,1709989.0,65010.26693999999,,4620.0,6138111
TN,2006-11-01,4946909.67242,,1028237.417,1498925.0,62309.21157,,6172.0,6143584
TN,2006-12-01,5555877.07845,,660893.623,1763311.0,68192.57056000001,,6289.0,6149058
TX,2006-01-01,24392437.07679,,53355.418,3674767.0,170030.76122,,534741.753,23463845
TX,2006-02-01,23161152.32133,,47897.93,3322308.0,170564.01368,,425149.065,23499626
TX,2006-03-01,24530217.76298,,45606.476,3674597.0,196377.10002,,552254.377,23535408
TX,2006-04-01,26255181.13143,,55127.819,3541238.0,181871.25455,,604826.86,23571189
TX,2006-05-01,30845555.63217,,73150.636,3649622.0,167001.57284,,631819.976,23606970
TX,2006-06-01,33926392.87006,,78388.894,3517488.0,176587.30795,,487896.529,23642751
TX,2006-07-01,37300004.26143,,73964.907,3624315.0,183335.74557,,472041.068,23678532
TX,2006-08-01,39394306.89447,,78391.489,3619786.0,186258.79452,,358143.844,23714314
TX,2006-09-01,30945845.74058,,45168.832,3433156.0,182108.61541,,500812.189,23750095
TX,2006-10-01,28659675.07089,,34568.478,2030769.0,174596.71812,,668659.4130000001,23785876
TX,2006-11-01,23980521.343,,37221.472,3443710.0,163945.147,,766085.851,23821657
TX,2006-12-01,26457870.38777,,39128.647,3732522.0,184276.21824,,668084.0750000001,23857438
UT,2006-01-01,3443456.82826,14643.0,67421.312,,910.20373,,,2556021
UT,2006-02-01,3041544.94709,15347.0,60645.17600000001,,843.2559100000001,,,2560443
UT,2006-03-01,3412081.95838,16988.0,65658.52,,837.35361,,,2564866
UT,2006-04-01,2497887.74377,16271.0,72351.655,,832.04323,,,2569289
UT,2006-05-01,3017940.62727,12874.0,110007.432,,960.2947300000001,,,2573711
UT,2006-06-01,3562212.24543,15230.0,76731.586,,2000.54257,,,2578134
UT,2006-07-01,3795912.80573,16505.0,59129.506,,2120.23527,,,2582557
UT,2006-08-01,3784973.10908,16564.0,50461.2,,2057.06593,,,2586979
UT,2006-09-01,3463404.59493,16103.0,42298.879,,2083.85407,,,2591402
UT,2006-10-01,3434890.72227,17028.0,41504.368,,2241.75673,,,2595824
UT,2006-11-01,3324378.33879,16461.0,44518.383,,2378.6452,,,2600247
UT,2006-12-01,3702787.05312,16594.0,56054.987,,2441.25688,,,2604670
VA,2006-01-01,3185936.58404,,126569.756,2541290.0,264721.18794,,,7639707
VA,2006-02-01,3333468.06612,,107798.669,2183104.0,247728.6079,,,7647395
VA,2006-03-01,3708404.95244,,92177.132,2118967.0,254430.14856,,,7655083
VA,2006-04-01,2876852.9037,,99398.796,2108157.0,224073.78131,,,7662770
VA,2006-05-01,2946073.2623,,116698.1,2035290.0,252901.87072,,,7670458
VA,2006-06-01,3942155.38554,,108565.678,2479889.0,255355.86846,,,7678145
VA,2006-07-01,5464821.55577,,145691.584,2543684.0,269242.36123,,,7685833
VA,2006-08-01,5569299.59373,,122462.279,2548476.0,264727.41926,,,7693521
VA,2006-09-01,2556380.61828,,73925.821,2485041.0,212338.98376,,,7701208
VA,2006-10-01,2771397.9431,,91523.94,2102927.0,224532.9939,,,7708896
VA,2006-11-01,2978747.48278,,128596.111,1927758.0,234458.74922,,,7716583
VA,2006-12-01,3009263.54083,,137786.102,2518933.0,244956.87918,,,7724271
VT,2006-01-01,929.2679999999999,,146288.472,383337.0,47571.523,,917.0,619116
VT,2006-02-01,499.557,,131819.505,343081.0,46729.617,,947.0,619257
VT,2006-03-01,487.472,,115137.246,400542.0,43725.848,,1080.0,619398
VT,2006-04-01,794.7540000000001,,126919.551,420472.0,24003.651,,908.0,619539
VT,2006-05-01,640.072,,148356.594,440374.0,34037.273,,838.0,619680
VT,2006-06-01,796.782,,145731.668,445119.0,35075.616,,388.0,619821
VT,2006-07-01,1083.722,,152783.843,455681.0,37071.214,,590.0,619962
VT,2006-08-01,1182.437,,149775.462,441760.0,45105.845,,780.0,620103
VT,2006-09-01,695.543,,96781.59300000001,432747.0,25288.209,,881.0,620243
VT,2006-10-01,564.696,,89403.183,462863.0,41119.507,,1360.0,620384
VT,2006-11-01,709.1220000000001,,105162.583,415434.0,31331.449,,748.0,620525
VT,2006-12-01,862.576,,110505.121,465113.0,28162.097,,1251.0,620666
WA,2006-01-01,917077.96671,,7655425.328,806571.0,141980.17929,,151245.0,6399292
WA,2006-02-01,1058196.04064,,6848054.537,721682.0,125088.73238,,80937.0,6406212
WA,2006-03-01,943488.7201500001,,6425192.785,810623.0,121060.87886,,85225.0,6413132
WA,2006-04-01,288022.85694,,8739013.104,801217.0,101512.93906,,76677.0,6420053
WA,2006-05-01,138450.46727,,9319093.952,787703.0,123895.61475,,72614.0,6426973
WA,2006-06-01,255212.94409,,9619623.929,747664.0,103953.85591,,59248.0,6433893
WA,2006-07-01,1528950.46569,,7126332.842,793942.0,140810.9283,,80800.0,6440813
WA,2006-08-01,1892936.90056,,5587813.582,814262.0,144122.43344,,52627.0,6447733
WA,2006-09-01,1927245.90608,,4139390.231,803113.0,136778.23092,,48994.0,6454653
WA,2006-10-01,2284009.75708,,4459914.867,815969.0,140823.97193,,62996.0,6461573
WA,2006-11-01,1392677.9804,,5661187.234,594308.0,123814.95061,,184141.0,6468494
WA,2006-12-01,1628841.60867,,6426586.139,831223.0,123545.46034,,82147.0,6475414
WI,2006-01-01,3684257.81549,,166121.258,1193253.0,104558.92653,,10653.565,5560355
WI,2006-02-01,3501511.3688,,147411.118,1076047.0,89164.65118,,8949.965,5563050
WI,2006-03-01,3845124.30061,,128360.168,1186901.0,110270.29133,,9826.791000000001,5565744
WI,2006-04-01,3260462.40056,,136367.362,1070146.0,94854.69646,,12056.471,5568438
WI,2006-05-01,4003660.11673,,158676.52,862200.0,109535.48629,,8323.44,5571132
WI,2006-06-01,4063108.135,,155674.093,1140698.0,99890.59694,,5065.175999999999,5573827
WI,2006-07-01,4965658.74677,,164254.745,1185985.0,115301.26826,,5358.889999999999,5576521
WI,2006-08-01,4642409.39109,,160852.727,1161890.0,124905.32192,,3677.066,5579215
WI,2006-09-01,3433689.63341,,110066.366,742836.0,98330.48059,,6834.877,5581909
WI,2006-10-01,3668782.36471,,103607.014,587028.0,117615.51531,,10373.83,5584604
WI,2006-11-01,3531849.69012,,123272.73,853592.0,102778.84389,,7911.873,5587298
WI,2006-12-01,3751643.42763,,123934.201,1172939.0,106990.69438,,12344.056,5589992
WV,2006-01-01,7981416.03857,,170780.397,,935.76843,,23878.0,1835506
WV,2006-02-01,8135088.00203,,140576.593,,1964.50897,,23127.0,1835878
WV,2006-03-01,8303967.54588,,119345.132,,24.60214,,16268.0,1836250
WV,2006-04-01,6514449.72692,,152161.187,,22.60307,,13432.0,1836622
WV,2006-05-01,7631068.37492,,129960.87,,324.35309,,13260.0,1836994
WV,2006-06-01,7671335.93863,,117481.598,,1033.84736,,5947.0,1837366
WV,2006-07-01,8778210.24096,,150320.515,,445.12904,,7638.0,1837738
WV,2006-08-01,9076543.97472,,94182.891,,1070.82028,,7324.0,1838110
WV,2006-09-01,7060268.40894,,104759.671,,119.49905,,9568.0,1838482
WV,2006-10-01,7025433.58863,,119885.391,,26.39736,,19314.0,1838854
WV,2006-11-01,6697892.58499,,154307.112,,692.99002,,11420.0,1839226
WV,2006-12-01,7187165.44517,,118671.645,,113.82283,,22581.0,1839599
WY,2006-01-01,3998661.99567,,29721.485,,3897.69933,,104062.973,536270
WY,2006-02-01,3520915.59212,,25563.319,,3587.67888,,88412.898,536852
WY,2006-03-01,3989275.51597,,32420.529,,4524.70303,,51098.006,537434
WY,2006-04-01,3020679.3241,,102987.898,,4059.8379,,65376.583,538016
WY,2006-05-01,2697578.69336,,146704.796,,4362.99664,,58788.844,538598
WY,2006-06-01,3268064.71543,,119843.492,,3642.90857,,38896.661,539180
WY,2006-07-01,3884479.9135,,162844.907,,4167.8075,,31665.028,539762
WY,2006-08-01,4052305.57948,,114254.218,,3961.38153,,36661.433,540344
WY,2006-09-01,3833431.44743,,39127.15,,4016.20457,,38237.934,540926
WY,2006-10-01,3780782.81429,,20990.732,,4357.55971,,78001.02100000001,541508
WY,2006-11-01,3897490.31933,,23526.206,,4307.62267,,88014.59700000001,542090
WY,2006-12-01,3805294.85032,,25331.27,,4145.67268,,79845.022,542672
AK,2007-01-01,494756.772,,121692.017,,1115.023,,56.386,685935
AK,2007-02-01,424534.241,,126979.882,,692.519,,55.36,686629
AK,2007-03-01,507714.449,,131639.857,,758.202,,48.936,687323
AK,2007-04-01,413210.831,,124739.431,,972.37,,84.327,688017
AK,2007-05-01,413447.245,,117725.161,,974.595,,65.055,688712
AK,2007-06-01,394113.648,,115806.473,,912.812,,87.366,689406
AK,2007-07-01,431500.546,,116992.555,,834.428,,127.248,690100
AK,2007-08-01,438914.058,,103061.592,,536.337,,95.498,690794
AK,2007-09-01,437456.038,,77071.345,,447.388,,100.294,691488
AK,2007-10-01,498478.659,,79115.008,,932.8860000000001,,126.285,692182
AK,2007-11-01,499588.844,,82704.965,,1034.815,,52.08,692877
AK,2007-12-01,565223.721,,93694.713,,1006.192,,113.165,693571
AL,2007-01-01,7158716.972,,1063721.019,2855031.0,326995.831,,,4682717
AL,2007-02-01,8064718.956,,490528.215,2192248.0,292078.909,,,4685489
AL,2007-03-01,7553025.391,,395950.303,2118526.0,300516.499,,,4688261
AL,2007-04-01,8052996.473,,224744.658,1775390.0,304403.55,,,4691033
AL,2007-05-01,8549197.885,,231531.998,2443103.0,324617.369,,,4693805
AL,2007-06-01,9481387.166,,299195.996,3288904.0,320005.353,,,4696577
AL,2007-07-01,9943046.522,,292263.493,3653261.0,350148.675,,,4699348
AL,2007-08-01,11329608.842,,375526.494,3254969.0,339507.122,,,4702120
AL,2007-09-01,8839355.376,,213258.091,3283158.0,318792.704,,,4704892
AL,2007-10-01,7993221.864999999,,203268.77,2833345.0,300095.678,,,4707664
AL,2007-11-01,6816745.591,,178815.31,3019334.0,313994.33,,,4710436
AL,2007-12-01,7778805.634,,167309.652,3607858.0,313047.134,,,4713208
